,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,power_generated,clear-night,cloudy,fog,partly-cloudy-day,partly-cloudy-night,rain,wind,8,9,10,11,12,13,14,15,16,17,Clear,Foggy,Humid,Humid and Foggy,Humid and Mostly Cloudy,Humid and Overcast,Humid and Partly Cloudy,Light Rain,Light Rain and Humid,Mostly Cloudy,Overcast,Partly Cloudy,Possible Drizzle and Humid,Possible Light Rain,Possible Light Rain and Humid,Rain,Rain and Humid
8377,0.0,23.55,24,0,5.74,313.0,2.74,3.72,1012.18,6.0,282.4,0.0,0.0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8378,0.0,24.02,24,0,4.67,312.0,2.69,3.66,1011.56,4.0,283.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8379,0.0,24.15,24,0,3.64,306.0,2.62,3.71,1010.98,2.0,285.9,0.0,0.0,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,0.0,23.36,23,0,2.55,320.0,2.4,3.23,1010.69,1.0,287.1,0.0,0.0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8394,0.54,12.07,12,1,9.21,123.0,1.81,3.55,1011.84,0.0,281.8,0.0,0.0,0.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8395,0.66,13.28,13,1,9.53,114.0,2.08,3.86,1012.59,0.0,282.7,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8396,0.67,15.27,15,1,9.59,116.0,2.41,4.01,1012.97,1.0,283.2,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8397,0.57,18.12,18,1,9.58,128.0,2.82,4.01,1012.94,3.0,283.3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8398,0.43,20.75,21,1,10.05,129.0,2.95,3.42,1012.62,5.0,282.3,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8399,0.29,22.61,23,0,9.81,127.0,2.79,2.79,1012.07,6.0,281.4,0.0,0.0,15.99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8400,0.14,24.01,24,0,7.68,135.0,2.57,2.6,1011.26,7.0,281.5,0.0,0.0,15.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8401,0.03,24.39,24,0,5.13,143.0,2.28,2.43,1010.35,6.0,281.6,0.0,0.0,14.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8402,0.03,23.98,24,0,3.29,153.0,1.99,2.33,1009.59,4.0,281.0,0.0,0.0,12.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8403,0.14,23.31,23,0,2.25,170.0,1.7,2.24,1009.04,2.0,279.7,0.01,0.01,8.57,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8404,0.29,23.0,23,0,2.15,145.0,1.83,2.94,1008.65,1.0,275.6,0.02,0.01,4.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8418,0.1,11.49,11,1,9.21,95.0,2.82,4.88,1011.55,0.0,273.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8419,0.16,12.36,12,1,9.8,99.0,3.05,5.85,1012.33,0.0,273.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8420,0.17,13.94,14,1,10.17,104.0,3.36,6.39,1012.92,2.0,272.6,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8421,0.12,16.2,16,1,10.46,110.0,3.78,6.49,1013.25,4.0,271.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,0.11,18.51,19,1,10.62,116.0,4.09,6.26,1013.24,6.0,269.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,0.25,20.48,20,1,10.53,120.0,4.03,5.66,1012.86,7.0,268.6,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8424,0.56,22.07,22,0,10.04,126.0,3.62,4.72,1012.08,6.0,268.7,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8425,0.87,22.56,23,0,9.35,128.0,3.15,3.82,1011.2,4.0,269.9,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8426,1.0,22.19,22,0,8.81,125.0,2.89,3.44,1010.56,3.0,272.8,0.01,0.01,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8427,1.0,21.55,22,0,8.43,113.0,2.84,3.59,1010.17,2.0,277.4,0.04,0.02,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8428,1.0,21.03,21,0,7.87,87.0,2.47,3.05,1010.09,1.0,279.5,0.11,0.02,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8442,0.49,10.35,10,1,8.39,58.0,3.25,5.69,1012.34,0.0,309.1,0.08,0.09,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8443,0.41,10.99,11,1,8.96,77.0,3.47,6.51,1012.91,0.0,309.2,0.2,0.13,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8444,0.42,12.27,12,1,9.48,94.0,3.49,6.45,1013.29,1.0,309.7,0.26,0.14,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8445,0.51,14.14,14,1,10.11,107.0,3.34,5.53,1013.46,3.0,310.8,0.22,0.13,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8446,0.61,16.26,16,1,10.43,112.0,2.94,3.84,1013.52,4.0,311.2,0.18,0.11,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8447,0.57,17.84,18,1,10.33,93.0,2.69,2.8,1013.26,5.0,311.4,0.17,0.09,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8448,0.39,18.78,19,1,9.97,51.0,2.84,3.09,1012.6,6.0,312.4,0.19,0.08,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8449,0.2,19.57,20,1,9.39,9.0,3.0,3.6,1011.93,5.0,313.7,0.21,0.08,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8450,0.1,20.08,20,0,8.62,345.0,3.03,3.89,1011.55,4.0,315.6,0.2,0.06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8451,0.11,20.2,20,0,7.59,340.0,2.93,3.92,1011.48,2.0,318.2,0.14,0.04,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8452,0.14,19.73,20,0,6.31,357.0,3.12,4.02,1011.66,1.0,313.3,0.08,0.02,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8466,0.0,9.11,10,1,7.61,123.0,1.57,3.02,1016.55,0.0,314.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,0.0,10.58,11,1,8.21,130.0,1.42,2.76,1017.52,0.0,314.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,0.0,12.76,13,1,8.46,117.0,1.27,2.33,1018.25,2.0,313.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8469,0.0,15.51,16,1,8.39,102.0,1.19,1.74,1018.73,3.0,311.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8470,0.0,17.92,18,1,8.06,138.0,1.02,1.72,1018.64,5.0,309.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8471,0.01,19.56,20,0,7.22,250.0,1.04,2.49,1018.05,7.0,308.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8472,0.01,20.67,21,0,5.82,286.0,1.76,3.62,1017.24,7.0,306.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8473,0.0,21.58,22,0,4.22,299.0,2.66,4.74,1016.32,6.0,304.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,0.0,22.13,22,0,2.87,308.0,3.14,5.16,1015.71,4.0,303.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,0.0,22.22,22,0,2.0,315.0,3.27,4.88,1015.32,2.0,301.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8476,0.0,21.82,22,0,1.6,322.0,3.04,4.15,1015.16,1.0,297.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8490,0.03,8.82,10,1,5.58,107.0,1.86,2.49,1017.64,0.0,284.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8491,0.0,11.04,11,1,6.08,129.0,1.89,2.32,1018.37,0.0,284.5,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8492,0.0,13.5,14,1,6.16,145.0,1.9,2.04,1019.0,2.0,284.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,0.0,16.31,16,1,5.97,154.0,1.68,1.68,1019.21,4.0,284.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8494,0.0,18.94,19,0,6.21,157.0,1.28,1.28,1019.05,6.0,282.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8495,0.0,20.99,21,0,6.03,148.0,0.92,1.0,1018.6,8.0,280.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8496,0.0,22.48,22,0,4.41,26.0,0.9,1.25,1017.75,8.0,279.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8497,0.0,23.57,24,0,2.54,336.0,1.25,1.8,1016.8,7.0,277.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8498,0.01,24.17,24,0,1.45,336.0,1.62,2.06,1015.92,5.0,276.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8499,0.02,24.22,24,0,1.28,350.0,1.88,2.08,1015.23,2.0,276.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,0.05,23.4,23,0,2.61,10.0,2.54,2.72,1014.81,1.0,276.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8514,0.99,12.94,13,1,10.53,114.0,2.43,5.36,1016.91,0.0,270.8,0.14,0.07,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8515,1.0,13.54,14,1,11.07,77.0,2.56,4.39,1017.28,0.0,272.2,0.11,0.07,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8516,1.0,14.87,15,1,11.44,73.0,3.02,4.39,1017.38,2.0,273.2,0.07,0.06,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8517,0.99,16.27,16,1,11.46,78.0,3.67,5.36,1017.39,3.0,274.0,0.02,0.03,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8518,0.99,17.59,18,1,11.44,81.0,4.22,6.36,1017.43,4.0,274.4,0.02,0.03,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8519,0.99,18.77,19,1,11.24,84.0,4.85,6.83,1017.02,4.0,274.7,0.11,0.04,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8520,0.99,20.11,20,1,10.79,92.0,5.47,6.96,1016.15,4.0,275.1,0.11,0.02,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8521,1.0,20.42,20,1,10.49,102.0,5.57,7.02,1015.39,4.0,275.5,0.05,0.02,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8522,1.0,19.64,20,1,10.71,107.0,5.57,7.27,1014.76,3.0,276.2,0.13,0.04,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8523,1.0,18.69,19,1,11.28,106.0,5.22,7.7,1014.6,2.0,277.1,0.31,0.09,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8524,1.0,16.75,17,1,11.71,96.0,4.89,9.11,1015.29,1.0,277.2,0.69,0.29,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8538,0.89,12.34,12,1,10.58,99.0,3.35,5.53,1014.64,0.0,287.4,0.06,0.07,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8539,0.86,12.81,13,1,11.13,107.0,3.14,5.19,1015.1,0.0,286.8,0.04,0.05,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8540,0.85,13.63,14,1,11.5,112.0,3.01,4.92,1015.48,2.0,285.9,0.03,0.04,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8541,0.85,14.72,15,1,12.02,109.0,2.94,4.72,1015.56,3.0,284.9,0.02,0.03,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8542,0.86,15.99,16,1,12.61,98.0,2.96,4.85,1015.35,4.0,283.3,0.01,0.03,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8543,0.79,17.5,18,1,13.09,88.0,2.93,4.93,1014.73,5.0,281.9,0.01,0.04,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8544,0.66,19.05,19,1,13.42,75.0,2.9,4.61,1013.73,6.0,281.3,0.02,0.05,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8545,0.67,20.0,20,1,13.6,63.0,3.12,4.24,1012.77,5.0,280.9,0.03,0.05,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8546,0.76,20.25,20,1,13.67,56.0,3.39,3.9,1012.11,4.0,280.8,0.03,0.04,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8547,0.78,20.08,20,1,13.58,51.0,3.5,3.62,1011.82,2.0,280.9,0.02,0.04,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8548,0.69,20.37,20,1,13.32,48.0,3.34,3.34,1011.64,1.0,280.7,0.01,0.02,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8562,0.45,13.11,13,1,11.41,338.0,1.26,1.66,1011.74,0.0,277.5,0.04,0.05,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8563,0.44,13.9,14,1,12.22,324.0,1.47,1.63,1012.2,0.0,277.0,0.02,0.04,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8564,0.45,15.3,15,1,13.16,322.0,1.74,1.76,1012.55,2.0,276.6,0.02,0.03,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8565,0.41,17.26,17,1,14.43,321.0,1.91,2.01,1012.61,4.0,276.4,0.03,0.04,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8566,0.36,19.36,19,1,15.52,320.0,2.2,2.46,1012.4,6.0,277.0,0.08,0.06,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8567,0.19,21.09,21,1,15.72,312.0,2.64,2.93,1011.77,7.0,277.7,0.15,0.06,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8568,0.03,22.2,22,1,15.04,306.0,3.13,3.24,1010.8,8.0,277.4,0.2,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8569,0.04,22.38,22,1,14.07,307.0,3.59,3.6,1009.95,7.0,276.9,0.19,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8570,0.07,22.15,22,1,13.37,309.0,3.92,3.96,1009.34,5.0,276.6,0.14,0.04,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8571,0.14,22.0,22,1,12.84,311.0,4.11,4.31,1008.98,3.0,276.4,0.06,0.03,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8572,0.24,21.79,22,1,12.53,321.0,3.72,4.12,1009.07,1.0,274.7,0.02,0.02,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8586,0.01,11.83,12,1,9.53,284.0,1.75,3.01,1011.44,0.0,271.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8587,0.0,13.11,13,1,10.34,272.0,1.94,3.31,1012.41,0.0,271.2,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8588,0.0,15.02,15,1,10.75,271.0,2.22,3.53,1013.18,2.0,270.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8589,0.0,17.53,18,1,10.94,304.0,2.58,3.68,1013.58,4.0,270.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8590,0.0,19.88,20,1,11.02,307.0,2.97,3.79,1013.61,7.0,269.7,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8591,0.0,21.47,21,1,10.54,289.0,3.3,3.89,1013.36,8.0,269.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8592,0.0,22.47,22,0,9.18,291.0,3.53,3.99,1012.88,8.0,269.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8593,0.0,23.24,23,0,7.6,299.0,3.68,4.06,1012.32,7.0,269.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,0.0,23.77,24,0,6.29,304.0,3.71,4.16,1011.87,5.0,269.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8595,0.0,23.93,24,0,5.36,307.0,3.64,4.27,1011.58,3.0,269.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8596,0.0,23.29,23,0,4.76,306.0,3.17,3.72,1011.41,1.0,268.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8610,0.0,12.54,13,1,9.66,134.0,1.35,1.83,1012.54,0.0,267.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8611,0.0,14.14,14,1,10.03,214.0,1.43,1.79,1013.21,1.0,267.8,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8612,0.0,16.42,16,1,9.76,196.0,1.66,2.49,1013.8,2.0,268.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8613,0.0,19.33,19,1,8.86,77.0,2.04,3.94,1014.16,4.0,268.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8614,0.0,22.1,22,0,7.36,331.0,2.53,5.45,1014.33,7.0,269.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8615,0.0,23.88,24,0,5.72,280.0,3.23,6.34,1014.15,8.0,269.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8616,0.0,24.82,25,0,4.23,280.0,4.14,6.53,1013.62,8.0,269.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
